session_id,participant_count,timestamp_sec,frame_rate_fps,frame_time_ms,network_latency_ms,packet_loss_pct,calibration_error_mm,headset_temp_c
demo,3,124,88.8,11.26,45.6,0.012,6.53,32.6
demo,3,125,88.7,11.28,22.2,0.128,6.12,33.5
demo,3,126,90.4,11.07,34.4,0.029,4.19,32.6
demo,3,127,89.9,11.13,29.2,0.051,5.91,32.8
demo,3,128,90.1,11.1,19.4,0.07,5.05,32.9
demo,3,129,93.1,10.75,28.0,0.256,4.47,33.1
demo,3,130,93.3,10.72,31.7,0.055,5.44,32.9
demo,3,131,89.3,11.19,28.9,0.012,5.32,33.4
demo,3,132,86.1,11.61,32.6,0.006,6.33,32.6
demo,3,133,91.2,10.97,15.0,0.252,3.98,32.2
demo,3,134,88.8,11.26,33.3,0.025,4.14,32.8
demo,3,135,89.5,11.18,18.4,0.054,5.04,33.2
demo,3,136,93.2,10.73,30.6,0.001,4.25,33.2
demo,3,137,87.9,11.38,24.2,0.577,7.85,32.9
demo,3,138,89.5,11.17,24.9,0.024,5.16,33.0
demo,3,139,94.6,10.57,19.5,0.007,5.02,33.7
demo,3,140,85.0,11.76,30.5,0.051,4.1,33.0
demo,3,141,90.0,11.11,23.7,0.292,3.87,32.6
demo,3,142,87.3,11.46,33.8,0.003,5.77,32.6
demo,3,143,89.3,11.2,25.1,0.025,6.01,32.4
demo,3,144,88.4,11.31,27.4,0.106,4.94,32.8
demo,3,145,91.1,10.98,20.3,0.194,4.93,33.5
demo,3,146,87.3,11.45,28.1,0.035,3.62,33.9
demo,3,147,87.0,11.5,20.9,0.048,3.74,33.3
demo,3,148,86.9,11.51,33.8,0.08,3.54,32.7
demo,3,149,91.4,10.94,24.8,0.161,4.93,33.0
demo,3,150,90.0,11.11,16.4,0.1,4.68,32.8
demo,3,151,86.9,11.51,25.5,0.032,5.5,32.5
demo,3,152,90.2,11.08,16.5,0.105,4.83,33.3
demo,3,153,92.6,10.79,32.9,0.109,3.47,32.4
demo,3,154,88.2,11.34,25.1,0.018,4.96,33.1
demo,3,155,86.6,11.55,27.9,0.049,4.39,32.4
demo,3,156,87.5,11.43,30.3,0.084,7.39,32.9
demo,3,157,89.6,11.16,25.9,0.024,4.74,33.1
demo,3,158,94.5,10.58,24.5,0.041,4.96,33.2
demo,3,159,89.8,11.14,23.3,0.068,4.69,34.0
demo,3,160,90.8,11.01,22.2,0.161,4.23,33.5
demo,3,161,85.9,11.64,30.7,0.01,5.25,33.4
demo,3,162,89.7,11.14,18.3,0.206,6.14,33.4
demo,3,163,91.9,10.88,30.3,0.189,5.26,32.3
demo,3,164,90.2,11.08,26.0,0.02,6.15,33.2
demo,3,165,90.3,11.08,23.9,0.354,5.29,33.4
demo,3,166,89.4,11.18,25.1,0.038,3.93,33.4
demo,3,167,87.3,11.45,31.4,0.129,5.15,32.9
demo,3,168,92.2,10.84,26.0,0.038,6.2,33.3
demo,3,169,86.7,11.54,27.9,0.002,5.42,33.7
demo,3,170,88.3,11.32,32.0,0.065,6.26,33.3
demo,3,171,86.0,11.63,16.2,0.134,4.92,33.0
demo,3,172,86.7,11.54,20.4,0.035,3.41,32.5
demo,3,173,87.2,11.46,28.4,0.299,6.33,33.0
demo,3,174,89.2,11.2,28.4,0.095,6.52,34.0
demo,3,175,86.2,11.6,25.4,0.019,4.73,32.9
demo,3,176,88.1,11.35,30.9,0.006,4.98,32.6
demo,3,177,90.9,11.0,30.2,0.017,4.8,33.5
demo,3,178,89.7,11.14,17.4,0.09,4.52,33.3
demo,3,179,88.6,11.29,27.9,0.014,5.64,33.4
demo,3,180,90.6,11.03,35.1,0.009,3.61,32.6
demo,3,181,91.1,10.98,20.2,0.068,4.84,33.3
demo,3,182,89.3,11.2,30.9,0.066,6.57,33.4
demo,3,183,91.9,10.88,19.3,0.083,5.95,33.0
demo,3,184,90.5,11.05,30.5,0.19,5.77,33.6
demo,3,185,90.3,11.07,29.3,0.114,6.75,33.6
demo,3,186,89.0,11.24,25.7,0.041,4.68,33.5
demo,3,187,90.1,11.1,27.0,0.071,5.57,33.3
demo,3,188,86.6,11.55,28.7,0.101,6.87,33.4
demo,3,189,89.8,11.13,23.0,0.078,5.28,33.4
demo,3,190,90.5,11.05,25.9,0.011,5.56,33.5
demo,3,191,88.9,11.25,23.0,0.123,5.51,32.9
demo,3,192,91.7,10.91,17.4,0.005,5.75,33.0
demo,3,193,89.0,11.23,15.0,0.147,4.83,34.2
demo,3,194,86.4,11.57,15.0,0.018,6.04,33.8
demo,3,195,91.5,10.93,31.6,0.032,6.04,33.3
demo,3,196,92.9,10.76,19.6,0.051,6.29,33.2
demo,3,197,87.9,11.38,21.7,0.003,4.14,34.0
demo,3,198,89.1,11.22,30.6,0.345,5.67,33.2
demo,3,199,90.7,11.03,28.6,0.186,6.04,34.0
demo,3,200,89.6,11.16,28.5,0.159,4.37,33.3
demo,3,201,90.0,11.11,21.2,0.056,5.36,32.6
demo,3,202,89.5,11.17,21.6,0.031,4.77,33.8
demo,3,203,88.7,11.28,24.9,0.008,4.95,32.1
demo,3,204,86.1,11.62,28.8,0.119,5.78,33.6
demo,3,205,89.2,11.21,22.1,0.011,5.41,32.8
demo,3,206,92.2,10.84,29.4,0.082,4.54,33.4
demo,3,207,88.7,11.28,24.6,0.008,4.41,33.2
demo,3,208,92.8,10.78,28.2,0.161,4.92,33.2
demo,3,209,89.8,11.14,21.0,0.123,5.48,33.1
demo,3,210,90.6,11.04,27.0,0.125,4.84,33.9
demo,3,211,89.4,11.18,29.8,0.17,7.5,33.1
demo,3,212,92.6,10.79,26.0,0.009,4.39,33.1
demo,3,213,90.4,11.06,30.6,0.069,7.15,33.6
demo,3,214,89.3,11.2,25.6,0.022,4.93,33.5
demo,3,215,91.4,10.95,24.4,0.13,4.95,34.2
demo,3,216,86.8,11.53,17.7,0.439,3.87,34.4
demo,3,217,89.0,11.24,33.9,0.207,5.26,33.9
demo,3,218,90.5,11.05,17.1,0.243,5.97,32.8
demo,3,219,91.9,10.88,28.9,0.014,5.93,33.6
demo,3,220,88.1,11.35,21.6,0.355,5.76,33.3
demo,3,221,85.9,11.64,24.7,0.205,6.21,32.0
demo,3,222,91.4,10.94,16.3,0.018,5.82,33.4
demo,3,223,90.8,11.02,18.8,0.039,4.98,33.7
demo,3,224,89.1,11.23,27.4,0.027,3.35,33.6
demo,3,225,88.6,11.28,31.2,0.029,6.95,33.9
demo,3,226,88.5,11.3,23.3,0.004,6.3,34.1
demo,3,227,91.6,10.92,24.6,0.164,6.48,33.6
demo,3,228,88.6,11.28,24.0,0.031,5.5,33.2
demo,3,229,88.9,11.25,19.8,0.272,5.54,32.5
demo,3,230,91.0,10.99,26.7,0.061,3.36,35.0
demo,3,231,87.4,11.44,27.0,0.003,6.57,33.0
demo,3,232,90.3,11.07,19.7,0.35,5.74,33.2
demo,3,233,91.3,10.96,24.2,0.019,6.34,33.8
demo,3,234,89.4,11.18,26.8,0.069,6.43,33.7
demo,3,235,88.2,11.33,25.3,0.267,6.58,34.2
demo,3,236,90.4,11.06,19.3,0.05,4.7,33.7
demo,3,237,91.1,10.98,23.7,0.153,7.09,33.8
demo,3,238,88.6,11.28,29.8,0.04,6.52,33.9
demo,3,239,90.5,11.05,28.2,0.057,5.33,33.7
demo,3,240,88.8,11.27,31.6,0.046,7.07,33.2
demo,3,241,87.1,11.48,19.0,0.047,7.12,34.1
demo,3,242,87.7,11.4,43.9,0.199,2.98,34.8
demo,3,243,86.3,11.58,28.4,0.076,6.87,33.9
demo,3,244,90.3,11.08,48.4,0.002,6.25,33.8
demo,3,245,89.3,11.2,24.7,0.006,5.3,33.9
demo,3,246,89.0,11.23,20.2,0.03,4.5,33.1
demo,3,247,89.4,11.18,32.0,0.037,7.01,34.0
demo,3,248,87.9,11.38,17.1,0.013,6.05,33.2
demo,3,249,89.3,11.2,18.3,0.123,5.66,33.2
demo,3,250,91.8,10.89,24.6,0.08,5.63,33.5
demo,3,251,89.3,11.2,27.7,0.171,5.22,33.9
demo,3,252,90.0,11.11,18.5,0.053,4.26,33.3
demo,3,253,87.6,11.41,29.5,0.173,7.33,33.3
demo,3,254,89.5,11.17,21.1,0.06,4.32,33.8
demo,3,255,90.3,11.07,27.1,0.024,6.73,34.5
demo,3,256,86.0,11.63,26.3,0.05,5.42,35.0
demo,3,257,87.4,11.44,33.2,0.056,6.49,34.3
demo,3,258,89.6,11.16,22.3,0.086,5.14,33.6
demo,3,259,87.9,11.38,19.9,0.026,4.93,33.6
demo,3,260,87.5,11.43,25.2,0.161,5.75,33.0
demo,3,261,89.7,11.15,29.2,0.076,4.35,33.1
demo,3,262,90.4,11.06,34.7,0.131,4.82,33.7
demo,3,263,90.1,11.1,25.4,0.019,4.54,34.1
demo,3,264,87.2,11.47,25.4,0.06,4.79,34.4
demo,3,265,91.2,10.97,28.0,0.262,5.0,33.1
demo,3,266,89.1,11.22,28.9,0.185,7.85,34.0
demo,3,267,89.4,11.19,23.5,0.014,6.04,34.1
demo,3,268,86.9,11.51,20.6,0.045,3.7,34.0
demo,3,269,86.8,11.52,15.0,0.092,6.37,33.8
demo,3,270,89.5,11.18,25.0,0.191,5.62,33.8
demo,3,271,90.8,11.01,23.5,0.203,6.11,34.1
demo,3,272,88.0,11.37,23.8,0.052,6.08,33.4
demo,3,273,89.0,11.23,25.0,0.102,5.32,33.9
demo,3,274,93.8,10.66,23.5,0.145,5.56,33.2
demo,3,275,86.9,11.51,23.5,0.046,6.06,33.9
demo,3,276,85.4,11.71,21.8,0.071,4.61,33.8
demo,3,277,86.6,11.55,28.0,0.097,4.59,34.1
demo,3,278,87.6,11.42,24.7,0.527,5.7,33.7
demo,3,279,87.7,11.4,23.5,0.118,5.57,33.5
demo,3,280,85.9,11.64,29.6,0.098,3.01,34.3
demo,3,281,86.2,11.59,23.9,0.046,6.77,33.7
demo,3,282,90.7,11.03,28.8,0.001,4.99,32.6
demo,3,283,87.9,11.38,27.0,0.077,4.57,33.9
demo,3,284,85.1,11.76,35.3,0.186,5.54,33.4
demo,3,285,88.1,11.36,20.6,0.134,3.27,33.7
demo,3,286,87.2,11.47,15.0,0.154,4.9,34.4
demo,3,287,87.7,11.4,34.1,0.029,5.49,34.4
demo,3,288,91.7,10.9,31.1,0.225,6.88,34.7
demo,3,289,89.0,11.24,21.2,0.016,5.67,34.8
demo,3,290,88.5,11.3,25.5,0.009,5.21,34.0
demo,3,291,86.2,11.59,20.1,0.043,6.26,34.5
demo,3,292,88.0,11.36,22.8,0.01,6.77,34.3
demo,3,293,90.9,11.0,21.2,0.098,4.33,33.7
demo,3,294,89.5,11.18,20.4,0.149,6.04,35.0
demo,3,295,87.6,11.41,29.6,0.391,7.05,34.9
demo,3,296,90.4,11.07,28.0,0.107,5.23,33.6
demo,3,297,86.8,11.52,15.2,0.058,6.17,34.1
demo,3,298,87.9,11.37,23.3,0.022,5.9,34.4
demo,3,299,90.6,11.04,22.1,0.198,6.44,33.6
demo,3,300,91.3,10.96,24.3,0.13,6.26,34.6
demo,3,301,89.2,11.21,18.5,0.418,5.51,34.0
demo,3,302,90.5,11.05,27.9,0.024,6.84,34.0
demo,3,303,89.5,11.18,33.5,0.089,3.71,34.1
demo,3,304,92.4,10.82,28.1,0.207,6.9,34.4
demo,3,305,88.6,11.29,18.9,0.001,6.44,33.6
demo,3,306,91.4,10.94,22.9,0.023,7.28,34.2
demo,3,307,86.5,11.56,27.2,0.044,5.89,34.8
demo,3,308,86.0,11.63,19.5,0.016,6.34,33.9
demo,3,309,92.3,10.84,23.0,0.217,3.92,34.8
demo,3,310,92.2,10.85,21.2,0.0,4.09,34.7
demo,3,311,87.7,11.4,37.8,0.103,5.75,33.7
demo,3,312,92.5,10.81,34.4,0.093,6.65,34.4
demo,3,313,90.4,11.07,22.2,0.069,6.74,33.8
demo,3,314,90.7,11.03,28.4,0.073,4.49,34.0
demo,3,315,87.4,11.44,15.7,0.009,6.11,33.4
demo,3,316,89.2,11.21,27.9,0.055,6.85,34.4
demo,3,317,88.4,11.32,20.2,0.183,6.83,33.1
demo,3,318,86.3,11.58,26.7,0.045,5.78,33.2
demo,3,319,89.4,11.18,24.3,0.03,6.67,34.0
demo,3,320,88.1,11.35,27.0,0.162,4.47,32.7
demo,3,321,88.7,11.27,33.9,0.057,6.54,34.5
demo,3,322,89.5,11.17,19.5,0.015,6.41,34.8
demo,3,323,88.6,11.29,24.0,0.03,6.0,34.0
demo,3,324,87.1,11.48,20.4,0.142,7.14,34.0
demo,3,325,88.7,11.27,21.3,0.003,5.75,33.6
demo,3,326,85.3,11.72,19.9,0.23,5.72,34.4
demo,3,327,85.7,11.67,22.4,0.131,4.54,34.5
demo,3,328,86.1,11.61,37.1,0.358,4.04,34.8
demo,3,329,87.3,11.45,20.9,0.19,6.68,35.5
demo,3,330,88.2,11.34,25.8,0.123,4.83,34.2
demo,3,331,86.6,11.54,15.0,0.018,5.21,35.2
demo,3,332,92.2,10.84,19.8,0.079,5.68,33.8
demo,3,333,88.4,11.31,31.9,0.005,5.04,34.5
demo,3,334,87.3,11.45,22.4,0.04,5.79,35.0
demo,3,335,89.4,11.19,23.7,0.212,5.31,34.5
demo,3,336,89.4,11.19,24.8,0.148,6.56,34.2
demo,3,337,88.4,11.31,41.0,0.011,6.71,34.5
demo,3,338,91.3,10.95,22.2,0.334,5.79,33.5
demo,3,339,90.5,11.04,21.7,0.086,6.87,34.5
demo,3,340,90.2,11.08,24.0,0.076,6.16,33.8
demo,3,341,87.5,11.43,30.1,0.195,5.42,34.5
demo,3,342,87.6,11.41,22.4,0.224,4.73,34.5
demo,3,343,92.8,10.78,19.7,0.009,5.88,34.4
demo,3,344,89.7,11.14,25.0,0.054,4.63,34.5
demo,3,345,88.3,11.32,29.9,0.018,5.72,34.2
demo,3,346,92.2,10.84,26.1,0.221,5.89,34.1
demo,3,347,89.4,11.19,23.5,0.171,7.5,34.5
demo,3,348,88.1,11.35,15.2,0.172,3.57,34.0
demo,3,349,91.2,10.96,24.9,0.041,6.24,33.9
demo,3,350,87.6,11.42,22.9,0.043,7.32,34.2
demo,3,351,91.1,10.98,32.6,0.043,5.6,35.0
demo,3,352,88.8,11.27,25.7,0.013,4.52,34.9
demo,3,353,87.8,11.39,26.0,0.019,5.3,34.6
demo,3,354,87.7,11.41,28.9,0.103,5.83,35.3
demo,3,355,86.7,11.53,21.6,0.003,6.74,33.7
demo,3,356,90.1,11.1,28.3,0.109,6.12,34.3
demo,3,357,90.0,11.11,34.5,0.012,4.01,33.2
demo,3,358,88.9,11.24,30.5,0.048,5.18,34.3
demo,3,359,89.3,11.2,26.0,0.033,5.28,34.8
demo,3,360,89.0,11.23,42.7,0.002,6.61,34.1
demo,3,361,89.9,11.12,25.3,0.122,4.81,34.5
demo,3,362,85.0,11.76,35.5,0.035,6.77,34.0
demo,3,363,89.5,11.18,41.4,0.223,6.46,34.1
demo,3,364,88.8,11.26,42.6,0.194,4.99,34.4
demo,3,365,89.3,11.2,30.8,0.012,6.71,34.7
demo,3,366,89.0,11.24,30.0,0.073,3.92,34.1
demo,3,367,91.5,10.93,23.2,0.092,5.6,34.9
demo,3,368,91.8,10.89,31.6,0.09,4.72,34.8
demo,3,369,86.7,11.53,25.2,0.049,7.91,34.4
demo,3,370,88.9,11.25,27.8,0.136,8.03,34.5
demo,3,371,88.4,11.31,24.1,0.045,5.13,34.5
demo,3,372,87.8,11.39,21.5,0.356,5.52,33.4
demo,3,373,89.5,11.17,18.8,0.033,5.83,33.8
demo,3,374,88.0,11.37,21.2,0.162,6.23,35.9
demo,3,375,89.3,11.19,24.1,0.051,5.96,34.1
demo,3,376,88.0,11.37,21.0,0.071,5.73,35.0
demo,3,377,87.8,11.39,21.7,0.05,3.95,33.7
demo,3,378,89.1,11.22,27.5,0.094,6.68,34.2
demo,3,379,88.9,11.25,21.9,0.116,5.49,34.1
demo,3,380,85.0,11.76,21.4,0.013,7.28,34.3
demo,3,381,89.6,11.16,24.2,0.11,4.67,35.2
demo,3,382,88.4,11.32,25.1,0.101,5.97,34.9
demo,3,383,89.3,11.2,28.2,0.013,4.62,34.6
demo,3,384,88.5,11.3,24.0,0.035,8.45,34.3
demo,3,385,85.0,11.76,28.7,0.131,6.74,34.8
demo,3,386,87.3,11.46,33.9,0.112,4.83,34.0
demo,3,387,88.0,11.36,32.2,0.16,6.06,34.7
demo,3,388,88.3,11.33,29.1,0.038,3.94,35.2
demo,3,389,91.7,10.91,28.9,0.117,4.69,34.4
demo,3,390,86.4,11.58,23.9,0.221,4.82,34.4
demo,3,391,88.6,11.28,24.2,0.101,5.22,34.5
demo,3,392,85.2,11.73,21.0,0.113,4.16,35.2
demo,3,393,92.2,10.84,22.7,0.015,5.31,34.6
demo,3,394,89.6,11.16,25.0,0.048,4.69,34.4
demo,3,395,85.0,11.76,23.2,0.23,6.49,34.5
demo,3,396,90.8,11.01,26.8,0.414,4.25,33.9
demo,3,397,89.6,11.17,15.0,0.017,7.53,35.8
demo,3,398,89.8,11.14,27.5,0.058,4.73,34.2
demo,3,399,86.0,11.62,20.7,0.339,3.82,35.0
demo,3,400,86.4,11.58,26.2,0.059,5.59,35.8
demo,3,401,89.1,11.23,29.5,0.084,4.57,34.9
demo,3,402,87.6,11.42,24.5,0.065,4.28,34.8
demo,3,403,89.0,11.23,33.8,0.204,6.11,34.5
demo,3,404,89.0,11.23,23.3,0.032,5.68,34.1
demo,3,405,88.5,11.31,27.0,0.199,4.04,35.3
demo,3,406,86.7,11.53,21.7,0.143,6.05,33.5
demo,3,407,93.8,10.66,23.7,0.201,5.76,34.9
demo,3,408,89.5,11.17,28.2,0.085,6.98,34.6
demo,3,409,88.2,11.34,30.0,0.071,6.47,34.8
demo,3,410,88.4,11.31,23.1,0.116,6.77,35.3
demo,3,411,87.7,11.41,21.3,0.044,5.2,35.2
demo,3,412,90.3,11.07,27.6,0.035,6.34,35.1
demo,3,413,89.3,11.2,22.0,0.147,7.01,35.1
demo,3,414,89.1,11.22,30.4,0.009,5.01,34.7
demo,3,415,85.2,11.73,16.8,0.007,5.04,34.6
demo,3,416,85.0,11.76,26.1,0.008,7.29,34.8
demo,3,417,88.1,11.35,25.4,0.008,4.23,34.4
demo,3,418,86.9,11.5,20.3,0.163,5.68,35.1
demo,3,419,87.9,11.38,28.2,0.065,6.47,34.2
demo,3,420,88.5,11.29,26.4,0.044,4.99,35.0
demo,3,421,88.4,11.31,30.0,0.06,7.64,35.4
demo,3,422,88.8,11.26,22.5,0.028,6.69,35.1
demo,3,423,88.9,11.25,31.8,0.073,6.24,34.6
demo,3,424,88.4,11.32,16.2,0.033,6.18,34.4
demo,3,425,87.2,11.47,25.1,0.032,5.52,34.9
demo,3,426,90.0,11.11,20.7,0.038,5.58,34.5
demo,3,427,89.8,11.13,22.6,0.038,6.12,34.9
demo,3,428,90.1,11.1,24.3,0.047,5.79,35.8
demo,3,429,91.5,10.93,18.4,0.122,6.82,35.5
demo,3,430,88.6,11.29,26.0,0.035,6.06,34.7
demo,3,431,87.5,11.43,25.7,0.045,5.86,35.2
demo,3,432,85.5,11.69,15.0,0.023,4.46,34.2
demo,3,433,90.8,11.01,23.4,0.19,6.49,34.3
demo,3,434,90.4,11.06,24.6,0.024,6.84,35.7
demo,3,435,86.9,11.51,22.9,0.105,5.0,35.5
demo,3,436,86.0,11.62,33.2,0.125,6.06,34.8
demo,3,437,86.6,11.54,17.9,0.006,5.91,34.4
demo,3,438,89.8,11.13,22.4,0.001,4.35,34.4
demo,3,439,87.9,11.37,15.0,0.052,8.29,35.3
demo,3,440,88.3,11.32,23.7,0.331,7.9,35.0
demo,3,441,90.4,11.06,21.4,0.148,6.32,34.9
demo,3,442,89.7,11.15,28.0,0.013,6.86,34.6
demo,3,443,85.0,11.76,26.3,0.046,6.05,35.0
demo,3,444,88.7,11.28,26.2,0.152,3.61,34.5
demo,3,445,87.6,11.42,24.1,0.026,5.79,34.1
demo,3,446,88.0,11.37,33.3,0.006,6.43,35.0
