session_id,participant_count,timestamp_sec,frame_rate_fps,frame_time_ms,network_latency_ms,packet_loss_pct,calibration_error_mm,headset_temp_c
1,3,87,91.4,10.94,26.6,0.054,4.92,32.4
1,3,88,89.7,11.15,18.3,0.189,5.23,32.5
1,3,89,91.0,10.99,22.9,0.033,6.3,33.2
1,3,90,86.4,11.57,21.5,0.166,4.98,33.3
1,3,91,92.7,10.78,32.9,0.176,3.54,32.3
1,3,92,90.2,11.09,16.5,0.06,4.32,32.6
1,3,93,87.8,11.38,28.5,0.022,3.76,32.4
1,3,94,86.0,11.63,30.9,0.06,3.76,32.7
1,3,95,85.7,11.66,17.6,0.004,8.17,32.6
1,3,96,93.2,10.73,27.5,0.02,5.94,32.3
1,3,97,86.7,11.54,24.9,0.006,4.33,32.4
1,3,98,90.2,11.08,34.1,0.016,5.58,32.1
1,3,99,91.5,10.93,16.1,0.038,5.12,32.6
1,3,100,89.0,11.23,18.5,0.107,7.64,32.9
1,3,101,89.8,11.14,27.4,0.064,5.94,32.7
1,3,102,88.6,11.29,29.8,0.027,5.24,31.8
1,3,103,89.7,11.15,33.5,0.007,6.06,33.0
1,3,104,91.6,10.92,18.8,0.056,7.14,32.8
1,3,105,89.6,11.16,30.2,0.038,4.43,33.1
1,3,106,91.6,10.92,23.5,0.129,3.86,32.5
1,3,107,86.9,11.51,20.5,0.019,4.35,33.1
1,3,108,85.2,11.73,20.6,0.402,4.49,32.6
1,3,109,90.0,11.12,20.9,0.091,3.62,31.8
1,3,110,89.6,11.16,21.6,0.07,3.98,33.0
1,3,111,88.2,11.34,22.3,0.317,4.81,33.0
1,3,112,87.4,11.44,21.8,0.068,6.17,32.8
1,3,113,90.4,11.06,22.7,0.157,4.96,32.3
1,3,114,88.5,11.3,21.4,0.031,3.12,33.4
1,3,115,88.2,11.34,30.8,0.015,4.8,33.2
1,3,116,91.2,10.97,34.5,0.064,6.98,32.8
1,3,117,90.1,11.1,21.8,0.226,4.74,33.6
1,3,118,87.5,11.43,23.6,0.071,5.17,32.2
1,3,119,88.0,11.36,29.3,0.066,4.95,33.4
1,3,120,89.1,11.23,31.5,0.187,6.53,32.2
1,3,121,90.9,11.0,40.4,0.086,4.6,32.7
1,3,122,91.6,10.92,24.9,0.05,4.42,32.2
1,3,123,92.7,10.79,32.0,0.287,5.25,32.5
1,3,124,91.1,10.98,26.8,0.085,4.82,33.1
1,3,125,90.0,11.11,25.6,0.107,4.67,32.8
1,3,126,89.4,11.18,29.1,0.003,5.06,33.8
1,3,127,88.9,11.24,23.1,0.007,7.17,33.4
1,3,128,92.2,10.85,25.1,0.197,4.54,33.7
1,3,129,93.4,10.71,29.3,0.043,4.98,32.5
1,3,130,87.0,11.49,22.2,0.088,4.76,32.8
1,3,131,91.5,10.93,22.1,0.117,6.21,33.4
1,3,132,88.3,11.33,23.5,0.032,4.98,32.9
1,3,133,88.7,11.28,20.8,0.086,5.98,32.8
1,3,134,90.9,11.0,28.9,0.093,6.73,33.6
1,3,135,91.2,10.96,35.4,0.43,6.14,33.3
1,3,136,88.9,11.25,27.0,0.009,7.52,31.5
1,3,137,89.1,11.23,31.3,0.085,4.72,32.9
1,3,138,91.7,10.9,27.0,0.017,6.9,33.7
1,3,139,89.4,11.19,26.3,0.026,5.78,32.4
1,3,140,92.7,10.79,31.1,0.009,5.04,33.4
1,3,141,88.7,11.27,15.4,0.049,6.05,32.7
1,3,142,90.4,11.06,17.4,0.032,3.37,33.3
1,3,143,91.7,10.91,18.2,0.191,6.34,33.1
1,3,144,89.7,11.14,16.4,0.06,5.32,32.8
1,3,145,91.4,10.94,33.6,0.133,4.58,33.0
1,3,146,89.9,11.12,20.3,0.032,5.16,32.6
1,3,147,85.6,11.68,28.1,0.127,3.92,33.6
1,3,148,90.9,11.0,31.3,0.101,5.04,33.0
1,3,149,87.6,11.42,32.4,0.286,5.64,33.6
1,3,150,87.9,11.38,21.7,0.042,3.43,32.9
1,3,151,86.9,11.5,25.3,0.38,5.36,33.4
1,3,152,88.5,11.3,33.4,0.099,4.02,32.5
1,3,153,89.3,11.2,38.6,0.087,4.43,32.3
1,3,154,89.0,11.24,24.4,0.011,4.05,33.5
1,3,155,89.3,11.19,30.4,0.036,2.94,33.2
1,3,156,87.5,11.43,25.8,0.581,3.44,32.6
1,3,157,87.6,11.41,32.0,0.179,7.07,32.9
1,3,158,87.7,11.4,28.4,0.016,5.02,32.2
1,3,159,89.2,11.21,23.1,0.085,5.34,33.4
1,3,160,89.8,11.14,31.5,0.004,6.04,32.2
1,3,161,88.0,11.37,21.5,0.022,4.79,33.7
1,3,162,85.0,11.76,27.0,0.029,4.82,33.1
1,3,163,88.5,11.31,32.7,0.073,6.69,32.7
1,3,164,90.7,11.02,28.7,0.128,4.72,32.5
1,3,165,85.3,11.72,23.2,0.141,4.48,32.9
1,3,166,89.9,11.12,24.7,0.026,4.14,34.1
1,3,167,89.3,11.19,21.1,0.121,6.42,33.1
1,3,168,88.4,11.31,23.8,0.276,6.52,32.2
1,3,169,88.1,11.35,30.3,0.126,4.92,32.8
1,3,170,90.0,11.11,23.2,0.025,5.54,33.2
1,3,171,94.3,10.6,33.7,0.062,5.06,32.1
1,3,172,89.7,11.15,25.2,0.278,7.43,32.9
1,3,173,88.9,11.25,29.3,0.326,7.12,32.4
1,3,174,89.6,11.16,25.3,0.028,5.49,34.0
1,3,175,91.1,10.98,21.3,0.08,4.08,33.7
1,3,176,94.0,10.63,23.1,0.052,7.09,33.2
1,3,177,85.8,11.65,19.6,0.052,6.46,32.0
1,3,178,88.9,11.25,40.6,0.014,4.07,33.2
1,3,179,92.6,10.8,30.4,0.051,5.6,33.6
1,3,180,88.1,11.35,31.4,0.322,5.68,33.3
1,3,181,88.2,11.33,21.1,0.034,6.05,33.0
1,3,182,87.6,11.41,21.8,0.026,5.66,33.9
1,3,183,89.3,11.2,24.6,0.052,5.7,32.9
1,3,184,91.4,10.94,29.8,0.13,5.8,33.4
1,3,185,89.8,11.14,22.9,0.322,6.09,34.1
1,3,186,89.1,11.22,28.2,0.091,6.13,33.2
1,3,187,89.3,11.2,20.9,0.116,5.76,33.9
1,3,188,89.0,11.24,21.7,0.002,5.81,32.3
1,3,189,91.0,10.99,37.1,0.031,6.28,33.1
1,3,190,92.1,10.85,21.5,0.065,7.07,33.1
1,3,191,89.1,11.22,24.9,0.011,7.35,33.3
1,3,192,91.8,10.9,19.7,0.12,5.31,34.2
1,3,193,89.2,11.21,29.3,0.06,4.76,32.8
1,3,194,89.5,11.17,22.9,0.029,6.42,32.9
1,3,195,87.0,11.5,21.2,0.019,4.93,33.5
1,3,196,90.2,11.09,15.0,0.116,6.54,33.6
1,3,197,89.2,11.21,24.5,0.033,4.94,32.9
1,3,198,89.7,11.15,15.3,0.109,6.86,32.9
1,3,199,86.8,11.52,20.1,0.078,6.03,33.3
1,3,200,88.3,11.32,26.2,0.187,6.1,34.1
1,3,201,88.5,11.3,31.1,0.025,8.35,33.7
1,3,202,93.9,10.64,32.0,0.297,5.13,33.1
1,3,203,91.6,10.91,24.9,0.07,4.81,33.6
1,3,204,90.9,11.0,20.5,0.018,4.11,33.0
1,3,205,91.9,10.89,20.2,0.046,4.49,33.4
1,3,206,88.2,11.33,30.9,0.105,4.54,33.7
1,3,207,89.8,11.14,29.5,0.056,4.65,33.7
1,3,208,91.3,10.95,22.2,0.119,5.08,34.1
1,3,209,87.7,11.41,32.5,0.024,5.63,33.4
1,3,210,88.4,11.31,15.5,0.112,6.63,33.5
1,3,211,90.0,11.12,29.5,0.194,5.11,33.0
1,3,212,88.7,11.27,26.6,0.008,5.96,33.6
1,3,213,89.6,11.16,24.0,0.116,6.71,33.5
1,3,214,86.6,11.55,23.3,0.034,8.7,33.7
1,3,215,90.3,11.07,28.0,0.087,4.8,33.7
1,3,216,89.0,11.24,24.1,0.119,6.42,33.3
1,3,217,90.5,11.05,16.4,0.047,6.49,33.5
1,3,218,88.7,11.27,27.0,0.062,6.07,33.5
1,3,219,87.7,11.41,32.2,0.001,5.42,33.3
1,3,220,88.3,11.32,24.9,0.116,5.95,32.6
1,3,221,87.5,11.43,22.4,0.052,5.64,32.7
1,3,222,89.2,11.2,17.9,0.017,6.61,33.9
1,3,223,89.0,11.24,20.1,0.007,3.93,33.8
1,3,224,92.7,10.79,39.0,0.258,7.66,34.1
1,3,225,90.3,11.08,24.4,0.15,6.23,33.3
1,3,226,91.6,10.92,23.7,0.173,6.05,33.0
1,3,227,87.1,11.48,19.7,0.035,4.54,33.9
1,3,228,87.9,11.37,18.3,0.065,4.49,34.1
1,3,229,88.1,11.35,15.5,0.098,5.13,33.3
1,3,230,88.3,11.32,28.1,0.048,5.83,34.0
1,3,231,91.7,10.91,19.4,0.002,5.37,34.4
1,3,232,85.0,11.76,26.0,0.063,6.17,33.7
1,3,233,88.4,11.31,28.1,0.011,5.13,33.2
1,3,234,91.6,10.92,27.3,0.23,5.49,32.4
1,3,235,88.9,11.25,23.1,0.02,4.95,34.6
1,3,236,85.0,11.76,24.1,0.312,5.56,32.8
1,3,237,89.9,11.12,33.3,0.265,4.81,32.5
1,3,238,89.5,11.17,21.1,0.034,5.64,33.0
1,3,239,87.5,11.43,25.3,0.12,4.3,33.8
1,3,240,92.6,10.8,34.4,0.05,6.47,32.8
1,3,241,89.4,11.18,28.8,0.062,6.5,33.4
1,3,242,86.2,11.61,27.4,0.149,5.57,33.4
1,3,243,88.0,11.36,26.6,0.063,4.75,33.5
1,3,244,90.3,11.08,27.1,0.292,6.28,34.3
1,3,245,91.2,10.97,27.4,0.011,7.42,33.7
1,3,246,91.4,10.94,26.5,0.008,5.83,34.6
1,3,247,86.1,11.62,19.2,0.097,5.48,34.1
1,3,248,88.4,11.32,31.0,0.011,3.96,33.1
1,3,249,91.0,10.99,29.4,0.005,4.77,33.2
1,3,250,86.8,11.52,25.8,0.014,5.14,33.1
1,3,251,91.4,10.94,22.1,0.071,5.88,33.4
1,3,252,86.1,11.61,21.8,0.047,3.35,33.7
1,3,253,87.9,11.37,17.9,0.002,4.9,33.9
1,3,254,89.3,11.2,23.1,0.149,5.48,34.4
1,3,255,90.4,11.07,20.9,0.12,5.88,33.6
1,3,256,89.9,11.13,29.0,0.279,4.67,34.0
1,3,257,87.5,11.42,24.5,0.049,4.84,34.4
1,3,258,90.9,11.0,16.5,0.206,5.39,33.5
1,3,259,90.0,11.11,20.8,0.011,4.27,34.2
1,3,260,88.9,11.24,23.3,0.002,5.76,31.9
1,3,261,87.4,11.44,23.0,0.047,6.62,34.1
1,3,262,93.8,10.66,29.2,0.022,4.72,33.5
1,3,263,87.4,11.44,21.3,0.073,6.17,33.8
1,3,264,90.1,11.1,19.3,0.17,3.92,34.0
1,3,265,91.1,10.97,20.7,0.005,6.24,33.3
1,3,266,88.5,11.29,32.4,0.12,4.43,33.6
1,3,267,91.8,10.89,15.9,0.296,5.55,33.4
1,3,268,89.2,11.21,15.0,0.002,6.48,33.5
1,3,269,85.3,11.73,35.2,0.034,4.66,33.0
1,3,270,85.0,11.76,19.1,0.187,7.06,32.7
1,3,271,90.5,11.05,20.8,0.076,6.11,34.1
1,3,272,90.4,11.07,20.4,0.161,4.51,33.6
1,3,273,89.0,11.24,24.8,0.043,4.22,33.9
1,3,274,88.1,11.35,28.1,0.026,5.33,32.0
1,3,275,87.6,11.42,20.6,0.019,6.49,34.2
1,3,276,92.5,10.81,23.4,0.133,5.05,34.1
1,3,277,88.5,11.3,24.0,0.015,5.35,34.7
1,3,278,90.3,11.07,29.0,0.093,6.59,33.1
1,3,279,89.8,11.13,29.3,0.031,6.57,34.2
1,3,280,88.6,11.29,27.7,0.011,7.14,33.8
1,3,281,87.5,11.43,20.6,0.028,6.32,33.9
1,3,282,90.1,11.1,18.9,0.143,4.85,34.5
1,3,283,88.3,11.32,18.8,0.158,7.77,32.9
1,3,284,85.9,11.64,31.6,0.05,5.94,34.0
1,3,285,92.0,10.87,26.2,0.009,5.58,33.2
1,3,286,88.2,11.33,25.1,0.031,8.28,34.2
1,3,287,89.3,11.19,28.1,0.054,5.23,33.8
1,3,288,90.2,11.09,34.4,0.156,6.31,34.6
1,3,289,89.0,11.24,26.6,0.012,5.05,34.3
1,3,290,90.5,11.05,33.2,0.062,4.17,33.3
1,3,291,91.5,10.93,28.6,0.113,5.55,33.2
1,3,292,88.7,11.28,32.3,0.077,6.28,34.5
1,3,293,90.7,11.03,24.0,0.018,6.41,33.5
1,3,294,89.6,11.16,26.5,0.478,6.63,33.5
1,3,295,88.4,11.31,20.3,0.188,6.8,33.1
1,3,296,93.3,10.72,25.3,0.361,5.7,33.7
1,3,297,88.8,11.26,30.6,0.008,3.68,34.3
1,3,298,89.3,11.2,24.0,0.074,4.26,33.8
1,3,299,89.2,11.22,15.8,0.031,6.05,33.3
1,3,300,91.7,10.91,20.9,0.081,7.24,33.0
1,3,301,90.0,11.11,24.1,0.006,6.32,34.2
1,3,302,87.8,11.38,27.5,0.035,5.16,34.1
1,3,303,90.0,11.11,29.3,0.131,5.9,33.8
1,3,304,90.7,11.02,27.5,0.004,5.55,33.9
1,3,305,89.2,11.21,19.3,0.249,6.7,33.9
1,3,306,86.9,11.51,36.0,0.279,5.34,33.9
1,3,307,88.7,11.27,22.8,0.033,5.89,34.5
1,3,308,90.1,11.1,36.6,0.01,4.97,33.9
1,3,309,92.8,10.78,23.5,0.208,4.35,34.5
1,3,310,87.2,11.46,19.1,0.031,2.77,34.3
1,3,311,92.9,10.77,25.7,0.049,4.94,33.8
1,3,312,91.3,10.95,21.0,0.141,4.47,34.4
1,3,313,91.8,10.89,34.5,0.066,5.14,35.6
1,3,314,92.2,10.85,27.6,0.012,5.05,34.3
1,3,315,86.2,11.6,23.8,0.066,4.21,34.8
1,3,316,85.6,11.68,29.4,0.241,5.8,34.6
1,3,317,86.5,11.57,19.9,0.003,5.43,34.8
1,3,318,88.2,11.34,15.0,0.171,4.3,33.9
1,3,319,85.9,11.65,19.4,0.019,5.11,35.3
1,3,320,91.3,10.96,28.4,0.142,5.98,34.4
1,3,321,88.4,11.32,27.7,0.07,5.27,34.0
1,3,322,87.3,11.45,22.2,0.003,4.95,34.4
1,3,323,91.4,10.94,30.9,0.001,5.95,34.5
1,3,324,90.3,11.08,23.5,0.034,4.74,34.2
1,3,325,89.4,11.19,17.6,0.144,4.32,34.5
1,3,326,90.6,11.04,24.6,0.053,3.43,35.4
1,3,327,91.7,10.9,23.6,0.075,4.53,33.8
1,3,328,88.9,11.24,22.5,0.026,6.07,33.7
1,3,329,91.0,10.99,29.0,0.07,6.17,34.8
1,3,330,87.1,11.49,21.7,0.058,7.01,35.2
1,3,331,88.7,11.28,35.8,0.003,7.17,34.6
1,3,332,91.7,10.91,22.6,0.026,5.1,34.0
1,3,333,90.8,11.02,23.1,0.176,7.0,33.3
1,3,334,86.9,11.51,29.0,0.018,5.75,34.4
1,3,335,86.8,11.52,28.6,0.03,3.66,34.3
1,3,336,87.7,11.4,21.3,0.004,5.6,35.2
1,3,337,89.2,11.21,20.8,0.01,6.13,34.1
1,3,338,88.0,11.36,25.9,0.172,6.89,34.2
1,3,339,92.0,10.87,29.5,0.504,6.29,33.6
1,3,340,87.6,11.41,24.8,0.001,6.01,33.8
1,3,341,92.0,10.87,35.4,0.003,6.48,34.2
1,3,342,92.0,10.87,18.3,0.151,5.79,35.0
1,3,343,88.1,11.35,30.2,0.22,4.88,33.8
1,3,344,85.9,11.65,22.8,0.026,7.81,34.8
1,3,345,85.0,11.76,22.2,0.247,5.47,33.8
1,3,346,88.7,11.28,15.0,0.061,4.55,34.3
1,3,347,85.5,11.7,25.4,0.02,7.62,33.8
1,3,348,90.5,11.05,30.8,0.064,4.14,33.6
1,3,349,88.5,11.3,36.3,0.189,5.64,34.4
1,3,350,89.4,11.19,20.2,0.036,6.65,34.7
1,3,351,87.4,11.44,21.5,0.074,5.17,33.9
1,3,352,86.9,11.51,22.6,0.023,5.17,34.6
1,3,353,88.8,11.26,23.6,0.373,4.93,34.2
1,3,354,90.4,11.06,25.7,0.153,4.2,34.9
1,3,355,86.9,11.5,25.5,0.114,7.52,34.6
1,3,356,87.5,11.43,27.8,0.03,3.64,34.5
1,3,357,88.5,11.3,30.7,0.161,7.15,34.6
1,3,358,90.6,11.04,22.5,0.032,4.26,34.5
1,3,359,85.0,11.76,23.7,0.031,6.38,34.3
1,3,360,88.7,11.27,34.2,0.207,5.97,34.1
1,3,361,90.9,11.0,50.0,0.173,5.69,34.1
1,3,362,85.5,11.7,29.7,0.048,6.08,34.4
1,3,363,93.2,10.73,39.7,0.045,3.8,33.7
1,3,364,89.9,11.12,40.6,0.012,5.56,34.0
1,3,365,89.1,11.22,21.0,0.016,5.5,34.4
1,3,366,90.9,11.0,19.1,0.066,5.31,34.4
1,3,367,88.2,11.33,25.9,0.617,6.61,34.0
1,3,368,88.3,11.33,26.4,0.239,5.84,34.3
1,3,369,85.0,11.76,38.2,0.025,4.83,34.8
1,3,370,85.4,11.71,26.7,0.311,5.25,33.7
1,3,371,88.5,11.3,17.1,0.206,6.37,35.3
1,3,372,89.1,11.22,22.2,0.018,5.06,34.9
1,3,373,85.0,11.76,20.0,0.196,5.93,34.0
1,3,374,89.5,11.18,21.2,0.235,5.24,33.1
1,3,375,88.7,11.28,28.9,0.067,7.5,34.9
1,3,376,87.1,11.48,24.4,0.154,4.94,34.4
1,3,377,90.3,11.07,26.5,0.219,5.28,35.1
1,3,378,91.7,10.9,32.6,0.045,5.76,35.0
1,3,379,88.8,11.26,25.0,0.068,5.81,33.9
1,3,380,89.7,11.15,28.2,0.155,4.75,35.0
1,3,381,88.0,11.37,23.7,0.371,5.87,35.0
1,3,382,89.8,11.13,35.4,0.005,5.8,35.4
1,3,383,88.6,11.28,36.0,0.068,5.23,34.2
1,3,384,87.8,11.39,22.8,0.361,5.29,34.2
1,3,385,92.0,10.87,32.1,0.017,6.39,34.9
1,3,386,87.0,11.49,20.1,0.278,6.31,35.0
1,3,387,88.2,11.33,21.1,0.082,5.55,33.9
1,3,388,85.3,11.72,29.8,0.152,5.3,35.0
1,3,389,88.0,11.36,26.2,0.009,5.35,35.7
1,3,390,88.1,11.36,28.7,0.034,2.66,34.6
1,3,391,91.1,10.98,19.8,0.143,6.7,34.1
1,3,392,91.7,10.9,20.2,0.065,4.15,34.5
1,3,393,88.2,11.33,24.8,0.074,9.16,35.0
1,3,394,87.7,11.4,19.7,0.055,6.96,34.4
1,3,395,93.6,10.68,29.3,0.192,5.47,34.8
1,3,396,87.5,11.43,33.6,0.035,5.77,34.3
1,3,397,86.0,11.63,21.3,0.119,5.04,35.0
1,3,398,85.6,11.68,30.3,0.028,6.11,34.2
1,3,399,88.7,11.27,18.7,0.089,4.93,35.2
1,3,400,87.9,11.38,31.9,0.06,7.64,34.7
1,3,401,87.3,11.45,23.2,0.081,5.17,33.7
1,3,402,88.3,11.32,36.1,0.097,7.47,34.8
1,3,403,89.1,11.22,34.2,0.114,5.62,35.2
1,3,404,91.3,10.95,22.6,0.087,5.94,34.4
1,3,405,85.0,11.76,21.1,0.009,4.91,36.0
1,3,406,89.0,11.24,20.7,0.134,6.1,34.8
1,3,407,89.6,11.17,24.4,0.201,4.99,34.5
1,3,408,85.0,11.76,18.4,0.086,7.33,35.0
1,3,409,86.6,11.55,25.1,0.195,5.66,34.6
1,3,410,88.6,11.29,24.4,0.19,6.57,34.7
1,3,411,91.9,10.88,31.1,0.187,4.85,34.1
1,3,412,88.7,11.27,24.1,0.053,5.81,34.9
1,3,413,91.2,10.96,37.7,0.039,5.45,34.9
1,3,414,89.6,11.16,31.4,0.053,6.44,34.6
1,3,415,89.3,11.2,34.2,0.094,5.77,34.3
1,3,416,87.3,11.45,22.0,0.108,5.64,35.2
1,3,417,89.6,11.16,19.2,0.205,6.4,35.0
1,3,418,91.6,10.91,26.2,0.015,4.67,34.0
1,3,419,90.0,11.12,25.1,0.207,5.65,34.7
1,3,420,85.7,11.66,20.4,0.095,6.83,35.0
1,3,421,85.6,11.69,25.6,0.074,7.47,35.0
1,3,422,87.3,11.46,18.7,0.045,5.78,35.1
1,3,423,90.0,11.11,29.1,0.031,6.77,34.9
1,3,424,89.7,11.14,24.8,0.024,6.29,34.9
1,3,425,89.1,11.23,26.6,0.084,6.48,34.7
1,3,426,91.1,10.98,15.0,0.059,4.7,36.1
1,3,427,92.6,10.8,18.4,0.015,5.28,35.0
1,3,428,88.3,11.33,25.5,0.023,6.3,35.0
1,3,429,86.0,11.62,27.2,0.034,6.47,34.8
1,3,430,90.0,11.11,20.5,0.058,5.46,33.9
1,3,431,90.0,11.11,20.4,0.007,6.02,35.0
1,3,432,88.3,11.32,27.6,0.13,4.72,34.6
1,3,433,86.0,11.63,24.0,0.402,6.05,34.5
1,3,434,89.7,11.15,36.0,0.109,6.01,34.4
1,3,435,88.9,11.25,24.3,0.144,4.98,34.6
1,3,436,86.2,11.6,28.7,0.071,6.21,35.2
1,3,437,85.2,11.74,18.3,0.061,6.33,34.4
1,3,438,90.3,11.07,23.1,0.141,4.29,35.6
1,3,439,89.6,11.16,21.6,0.067,5.22,34.6
1,3,440,89.3,11.2,22.1,0.026,3.28,35.6
1,3,441,90.3,11.07,26.1,0.202,5.56,34.9
1,3,442,92.1,10.86,18.4,0.082,4.91,35.2
1,3,443,86.2,11.6,27.5,0.139,7.15,34.5
1,3,444,88.1,11.35,22.2,0.122,6.57,34.6
1,3,445,90.7,11.03,33.9,0.044,8.4,34.7
1,3,446,92.0,10.86,23.7,0.057,5.29,34.7
1,3,447,89.9,11.13,28.3,0.023,5.9,35.3
1,3,448,88.8,11.26,27.4,0.128,7.05,34.7
1,3,449,90.3,11.07,22.4,0.014,5.4,34.5
1,3,450,85.0,11.76,19.7,0.144,5.63,34.6
1,3,451,87.8,11.39,22.5,0.047,6.38,35.7
1,3,452,90.8,11.01,28.5,0.013,6.42,35.4
1,3,453,90.1,11.09,25.9,0.12,5.59,34.3
1,3,454,87.0,11.5,25.0,0.309,6.3,34.7
1,3,455,87.4,11.44,25.0,0.259,5.99,35.6
1,3,456,87.4,11.44,23.4,0.045,5.96,34.2
1,3,457,88.4,11.31,27.4,0.221,5.56,36.1
1,3,458,88.1,11.35,30.8,0.203,5.22,34.9
1,3,459,88.8,11.26,30.4,0.22,3.56,35.1
1,3,460,90.7,11.03,27.6,0.033,7.69,35.3
1,3,461,88.8,11.27,23.5,0.093,5.78,35.3
